info	GenerationTime	ExecutionTime	PlanTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_3_beta_0.8	0.0400000000373	920.7	0	13	7	65	28	11	11	26	15	13	0.512658227848	0.747710622711	True
exc_4_beta_0.8	0.0700000000652	920.44	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
exc_5_beta_0.8	0.0700000000652	920.83	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.792124542125	True
exc_6_beta_0.8	0.0400000000373	920.96	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
exc_7_beta_0.8	0.0400000000373	920.05	0	13	7	65	30	11	11	26	15	15	0.5	0.728754578755	True
exc_8_beta_0.8	0.0600000000559	917.66	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
exc_9_beta_0.8	0.0400000000373	919.57	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.757326007326	True
exc_10_beta_0.8	0.0600000000559	918.36	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.722802197802	True
exc_11_beta_0.8	0.0400000000373	920.69	0	13	7	65	28	11	11	26	13	15	0.512658227848	0.759157509158	True
exc_0_beta_0.75	0.0600000000559	921.05	0	13	7	65	30	11	11	26	15	15	0.5	0.765567765568	True
exc_1_beta_0.75	0.0600000000559	920.51	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_2_beta_0.75	0.0600000000559	920.56	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_3_beta_0.75	0.059999999823	921.08	0	13	7	65	28	11	11	26	15	13	0.512658227848	0.747710622711	True
exc_4_beta_0.75	0.0600000000559	922.03	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
exc_5_beta_0.75	0.059999999823	920.42	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.792124542125	True
exc_6_beta_0.75	0.0400000000373	920.86	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
exc_7_beta_0.75	0.059999999823	920.58	0	13	7	65	30	11	11	26	15	15	0.5	0.728754578755	True
exc_8_beta_0.75	0.0400000000373	920.28	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.747710622711	True
