info	GenerationTime	ExecutionTime	NumVariables	NumClauses	DimensionFormula	NumRoles(Before)	NumRoles(After)	NumZeros(Before)	NumZeros(After)	ResultCompliance
exc_3_w_0.3	0.0102331638336	179.612852097	686	3388	55771	13	7	65	46	0.897435897436	True
exc_4_w_0.3	0.0127680301666	179.680742025	686	3388	55785	13	7	65	45	0.897435897436	True
exc_5_w_0.3	0.0108358860016	179.70251298	686	3388	55771	13	7	65	44	0.897435897436	True
exc_6_w_0.3	0.0107169151306	179.76206398	686	3388	55785	13	7	65	42	0.897435897436	True
exc_7_w_0.3	0.0103688240051	179.737972975	686	3388	55762	13	7	65	42	0.838644688645	True
exc_8_w_0.3	0.0105450153351	179.844305038	686	3388	55771	13	7	65	45	0.897435897436	True
exc_9_w_0.3	0.0105490684509	179.837336063	686	3388	55785	13	7	65	44	0.867216117216	True
exc_10_w_0.3	0.0105609893799	179.991192102	686	3388	55771	13	7	65	43	0.850549450549	True
exc_11_w_0.3	0.0107908248901	179.878301859	686	3388	55784	13	8	65	55	0.923076923077	True
exc_0_w_0.35	0.0104649066925	179.881657839	686	3388	55771	13	7	65	42	0.820787545788	True
exc_1_w_0.35	0.0106151103973	179.946592093	686	3388	55771	13	8	65	54	0.923076923077	True
exc_2_w_0.35	0.0108890533447	179.974852085	686	3388	55771	13	8	65	55	0.916666666667	True
exc_3_w_0.35	0.0105860233307	180.100896835	686	3388	55771	13	7	65	46	0.897435897436	True
exc_4_w_0.35	0.0103900432587	180.244634151	686	3388	55785	13	7	65	45	0.897435897436	True
exc_5_w_0.35	0.010283946991	180.262012005	686	3388	55771	13	7	65	44	0.897435897436	True
exc_6_w_0.35	0.0106801986694	180.282884121	686	3388	55785	13	7	65	42	0.897435897436	True
exc_7_w_0.35	0.0106101036072	180.316751003	686	3388	55762	13	7	65	42	0.838644688645	True
exc_8_w_0.35	0.0107898712158	180.323036909	686	3388	55771	13	7	65	45	0.897435897436	True
exc_9_w_0.35	0.0109798908234	180.38852787	686	3388	55785	13	7	65	40	0.794413919414	True
exc_10_w_0.35	0.0107731819153	180.407286167	686	3388	55771	13	7	65	43	0.850549450549	True
exc_11_w_0.35	0.0106639862061	180.533730984	686	3388	55784	13	7	65	39	0.897435897436	True
exc_0_w_0.4	0.0104348659515	180.491964817	686	3388	55771	13	7	65	40	0.802014652015	True
exc_1_w_0.4	0.0102431774139	180.575283051	686	3388	55771	13	8	65	54	0.923076923077	True
exc_2_w_0.4	0.0104510784149	180.629638195	686	3388	55771	13	8	65	55	0.916666666667	True
exc_3_w_0.4	0.0102999210358	180.581707954	686	3388	55771	13	7	65	46	0.897435897436	True
exc_4_w_0.4	0.0122380256653	180.827638149	686	3388	55785	13	7	65	40	0.811172161172	True
exc_5_w_0.4	0.0105321407318	180.66170907	686	3388	55771	13	7	65	44	0.897435897436	True
exc_6_w_0.4	0.0122668743134	180.725193977	686	3388	55785	13	7	65	42	0.897435897436	True
exc_7_w_0.4	0.0103290081024	180.749268055	686	3388	55762	13	7	65	42	0.838644688645	True
exc_8_w_0.4	0.0104260444641	180.790857077	686	3388	55771	13	7	65	45	0.897435897436	True
exc_9_w_0.4	0.0117650032043	180.783663034	686	3388	55785	13	7	65	40	0.794413919414	True
exc_10_w_0.4	0.0101680755615	180.812948942	686	3388	55771	13	7	65	43	0.850549450549	True
exc_11_w_0.4	0.0103390216827	180.880820036	686	3388	55784	13	7	65	39	0.897435897436	True
exc_0_w_0.45	0.0105729103088	180.913440943	686	3388	55771	13	7	65	40	0.802014652015	True
exc_1_w_0.45	0.0105068683624	180.922677994	686	3388	55771	13	8	65	54	0.923076923077	True
exc_2_w_0.45	0.0100350379944	180.977241039	686	3388	55771	13	8	65	55	0.916666666667	True
exc_3_w_0.45	0.010782957077	181.007419825	686	3388	55771	13	7	65	46	0.897435897436	True
exc_4_w_0.45	0.0132541656494	181.098367214	686	3388	55785	13	7	65	40	0.811172161172	True
exc_5_w_0.45	0.010516166687	181.116271019	686	3388	55771	13	7	65	44	0.897435897436	True
exc_6_w_0.45	0.0123069286346	181.121379852	686	3388	55785	13	7	65	42	0.897435897436	True
exc_7_w_0.45	0.0104360580444	181.199193001	686	3388	55762	13	7	65	42	0.838644688645	True
exc_8_w_0.45	0.0102939605713	181.234361172	686	3388	55771	13	7	65	45	0.897435897436	True
exc_9_w_0.45	0.0103759765625	181.284374952	686	3388	55785	13	7	65	40	0.794413919414	True
exc_10_w_0.45	0.0110599994659	181.274411917	686	3388	55771	13	7	65	43	0.850549450549	True
exc_11_w_0.45	0.0112009048462	181.333072901	686	3388	55784	13	7	65	39	0.897435897436	True
exc_0_w_0.5	0.00993490219116	181.392635107	686	3388	55784	13	7	65	41	0.847985347985	True
exc_1_w_0.5	0.0105140209198	181.398375034	686	3388	55784	13	8	65	44	0.743669871795	True
exc_2_w_0.5	0.0100100040436	181.417397022	686	3388	55784	13	8	65	44	0.916666666667	True
exc_3_w_0.5	0.0108189582825	181.469701052	686	3388	55784	13	7	65	38	0.747710622711	True
exc_4_w_0.5	0.0106089115143	181.870231867	686	3388	55798	13	7	65	37	0.842490842491	True
exc_5_w_0.5	0.0113370418549	181.568172932	686	3388	55784	13	7	65	36	0.820512820513	True
exc_6_w_0.5	0.0109899044037	181.588456869	686	3388	55798	13	7	65	40	0.841575091575	True
exc_7_w_0.5	0.0104701519012	181.672417164	686	3388	55775	13	7	65	41	0.814102564103	True
exc_8_w_0.5	0.0107688903809	181.707958937	686	3388	55784	13	7	65	41	0.814102564103	True
exc_9_w_0.5	0.00997304916382	181.735950947	686	3388	55798	13	7	65	35	0.812271062271	True
exc_10_w_0.5	0.0120069980621	181.804086924	686	3388	55784	13	7	65	38	0.850549450549	True
exc_11_w_0.5	0.0104920864105	181.791589022	686	3388	55797	13	7	65	41	0.842490842491	True
exc_0_w_0.55	0.0102291107178	181.887075186	686	3388	55784	13	7	65	32	0.819597069597	True
exc_1_w_0.55	0.0104949474335	181.919046879	686	3388	55784	13	8	65	31	0.810176282051	True
exc_2_w_0.55	0.0163059234619	181.808506012	686	3388	55784	13	8	65	33	0.810176282051	True
exc_3_w_0.55	0.0103890895844	181.896114111	686	3388	55784	13	7	65	29	0.725732600733	True
exc_4_w_0.55	0.0109958648682	181.747823954	686	3388	55798	13	7	65	31	0.814102564103	True
exc_5_w_0.55	0.0113780498505	181.778088093	686	3388	55784	13	7	65	32	0.796245421245	True
exc_6_w_0.55	0.0104830265045	181.854422092	686	3388	55798	13	7	65	30	0.765842490842	True
exc_7_w_0.55	0.0101668834686	181.862750053	686	3388	55775	13	7	65	31	0.728754578755	True
exc_8_w_0.55	0.010665178299	181.884986162	686	3388	55784	13	7	65	32	0.765842490842	True
exc_9_w_0.55	0.010666847229	181.975733995	686	3388	55798	13	7	65	32	0.717490842491	True
exc_10_w_0.55	0.00985288619995	181.912533045	686	3388	55784	13	7	65	32	0.7836996337	True
exc_11_w_0.55	0.0106339454651	182.143048048	686	3388	55797	13	7	65	31	0.81043956044	True
exc_0_w_0.6	0.0102469921112	182.03782177	686	3388	55784	13	7	65	32	0.819597069597	True
exc_1_w_0.6	0.0114719867706	182.187999964	686	3388	55784	13	8	65	31	0.810176282051	True
exc_2_w_0.6	0.0104939937592	182.139551878	686	3388	55784	13	8	65	33	0.810176282051	True
exc_3_w_0.6	0.0103659629822	182.204220057	686	3388	55784	13	7	65	29	0.725732600733	True
exc_4_w_0.6	0.0107491016388	182.29075408	686	3388	55798	13	7	65	31	0.814102564103	True
exc_5_w_0.6	0.0103640556335	182.240105152	686	3388	55784	13	7	65	32	0.796245421245	True
exc_6_w_0.6	0.0101640224457	182.348281145	686	3388	55798	13	7	65	30	0.765842490842	True
exc_7_w_0.6	0.0106317996979	182.332440853	686	3388	55775	13	7	65	31	0.728754578755	True
exc_8_w_0.6	0.0105428695679	182.428585052	686	3388	55784	13	7	65	32	0.765842490842	True
exc_9_w_0.6	0.0101459026337	182.416765928	686	3388	55798	13	7	65	32	0.717490842491	True
exc_10_w_0.6	0.00995516777039	182.477410078	686	3388	55784	13	7	65	32	0.7836996337	True
exc_11_w_0.6	0.0105109214783	182.471910954	686	3388	55797	13	7	65	31	0.81043956044	True
exc_0_w_0.65	0.0105938911438	182.68769002	686	3388	55784	13	7	65	32	0.819597069597	True
exc_1_w_0.65	0.0105218887329	182.625133038	686	3388	55784	13	8	65	31	0.810176282051	True
exc_2_w_0.65	0.0104768276215	182.848840952	686	3388	55784	13	8	65	31	0.800080128205	True
exc_3_w_0.65	0.0104520320892	182.787640095	686	3388	55784	13	7	65	29	0.725732600733	True
exc_4_w_0.65	0.00995898246765	182.811496973	686	3388	55798	13	7	65	31	0.814102564103	True
exc_5_w_0.65	0.0104069709778	182.773785114	686	3388	55784	13	7	65	32	0.796245421245	True
exc_6_w_0.65	0.0105819702148	182.895797968	686	3388	55798	13	7	65	30	0.765842490842	True
exc_7_w_0.65	0.0106430053711	182.943723917	686	3388	55775	13	7	65	31	0.728754578755	True
exc_8_w_0.65	0.010293006897	182.95425415	686	3388	55784	13	7	65	32	0.765842490842	True
exc_9_w_0.65	0.0102648735046	183.19927001	686	3388	55798	13	7	65	32	0.717490842491	True
exc_10_w_0.65	0.0105040073395	183.049555063	686	3388	55784	13	7	65	32	0.7836996337	True
exc_11_w_0.65	0.0102760791779	183.154335976	686	3388	55797	13	7	65	31	0.81043956044	True
exc_0_w_0.7	0.0104529857635	183.260693073	686	3388	55784	13	7	65	30	0.774267399267	True
exc_1_w_0.7	0.00969910621643	183.302856922	686	3388	55784	13	8	65	31	0.810176282051	True
exc_2_w_0.7	0.0105829238892	183.315643072	686	3388	55784	13	8	65	31	0.800080128205	True
exc_3_w_0.7	0.0106060504913	183.370063066	686	3388	55784	13	7	65	29	0.725732600733	True
exc_4_w_0.7	0.0107889175415	183.314192057	686	3388	55798	13	7	65	31	0.814102564103	True
exc_5_w_0.7	0.0101280212402	183.489859104	686	3388	55784	13	7	65	32	0.796245421245	True
exc_6_w_0.7	0.0101430416107	183.498461008	686	3388	55798	13	7	65	30	0.765842490842	True
exc_7_w_0.7	0.0103869438171	183.488109112	686	3388	55775	13	7	65	31	0.728754578755	True
exc_8_w_0.7	0.0119600296021	183.646486998	686	3388	55784	13	7	65	32	0.765842490842	True
exc_9_w_0.7	0.0103569030762	183.646194935	686	3388	55798	13	7	65	29	0.768315018315	True
exc_10_w_0.7	0.0101239681244	183.706539869	686	3388	55784	13	7	65	32	0.7836996337	True
exc_11_w_0.7	0.00976014137268	183.375549078	686	3388	55797	13	7	65	29	0.719322344322	True
exc_0_w_0.75	0.0100798606873	183.311424017	686	3388	55784	13	7	65	30	0.774267399267	True
exc_1_w_0.75	0.0104050636292	183.451749086	686	3388	55784	13	8	65	31	0.810176282051	True
exc_2_w_0.75	0.0104789733887	183.328739882	686	3388	55784	13	8	65	31	0.800080128205	True
exc_3_w_0.75	0.010586977005	183.404856205	686	3388	55784	13	7	65	28	0.725732600733	True
exc_4_w_0.75	0.0103840827942	183.456562996	686	3388	55798	13	7	65	31	0.814102564103	True
exc_5_w_0.75	0.0104951858521	183.456519127	686	3388	55784	13	7	65	31	0.7836996337	True
exc_6_w_0.75	0.0107090473175	183.585093021	686	3388	55798	13	7	65	30	0.765842490842	True
exc_7_w_0.75	0.0103399753571	183.601258993	686	3388	55775	13	7	65	31	0.728754578755	True
exc_8_w_0.75	0.0103189945221	183.688271999	686	3388	55784	13	7	65	31	0.7836996337	True
exc_9_w_0.75	0.0101070404053	183.672546148	686	3388	55798	13	7	65	29	0.768315018315	True
exc_10_w_0.75	0.0105090141296	183.792382956	686	3388	55784	13	7	65	32	0.7836996337	True
exc_11_w_0.75	0.0100479125977	183.689527988	686	3388	55797	13	7	65	28	0.759157509158	True
exc_0_w_0.8	0.0103189945221	183.820590019	686	3388	55784	13	7	65	30	0.774267399267	True
exc_1_w_0.8	0.00995898246765	183.792749882	686	3388	55784	13	8	65	31	0.810176282051	True
exc_2_w_0.8	0.0101280212402	183.92625308	686	3388	55784	13	8	65	31	0.800080128205	True
exc_3_w_0.8	0.0101821422577	184.047805071	686	3388	55784	13	7	65	28	0.725732600733	True
exc_4_w_0.8	0.0103349685669	184.00009799	686	3388	55798	13	7	65	30	0.7836996337	True
exc_5_w_0.8	0.0104389190674	183.922425032	686	3388	55784	13	7	65	29	0.765842490842	True
exc_6_w_0.8	0.0103371143341	183.872915983	686	3388	55798	13	7	65	30	0.765842490842	True
exc_7_w_0.8	0.00973892211914	183.721121073	686	3388	55775	13	7	65	31	0.728754578755	True
exc_8_w_0.8	0.0103669166565	183.521242857	686	3388	55784	13	7	65	30	0.774267399267	True
exc_9_w_0.8	0.0103349685669	183.294107914	686	3388	55798	13	7	65	29	0.768315018315	True
exc_10_w_0.8	0.0104610919952	183.252339125	686	3388	55784	13	7	65	31	0.747710622711	True
exc_11_w_0.8	0.0103061199188	183.024584055	686	3388	55797	13	7	65	28	0.759157509158	True
exc_0_w_0.85	0.0102210044861	182.761883974	686	3388	55784	13	7	65	30	0.774267399267	True
exc_1_w_0.85	0.0103440284729	182.631654978	686	3388	55784	13	8	65	31	0.810176282051	True
exc_2_w_0.85	0.0107591152191	182.405842066	686	3388	55784	13	8	65	31	0.800080128205	True
exc_3_w_0.85	0.0107300281525	182.257813931	686	3388	55784	13	7	65	28	0.725732600733	True
exc_4_w_0.85	0.0103979110718	182.023335934	686	3388	55798	13	7	65	30	0.7836996337	True
exc_5_w_0.85	0.0104990005493	181.863777161	686	3388	55784	13	7	65	29	0.765842490842	True
exc_6_w_0.85	0.0107750892639	181.733639002	686	3388	55798	13	7	65	30	0.765842490842	True
exc_7_w_0.85	0.00999402999878	181.595840216	686	3388	55775	13	7	65	31	0.728754578755	True
exc_8_w_0.85	0.0103168487549	181.366734982	686	3388	55784	13	7	65	29	0.747710622711	True
exc_9_w_0.85	0.01016497612	181.267102003	686	3388	55798	13	7	65	29	0.768315018315	True
exc_10_w_0.85	0.0105319023132	181.040009975	686	3388	55784	13	7	65	29	0.777747252747	True
exc_11_w_0.85	0.0106379985809	180.845685005	686	3388	55797	13	7	65	28	0.759157509158	True
exc_0_w_0.9	0.0103371143341	180.666223049	686	3388	55476	13	7	65	30	0.774267399267	True
exc_1_w_0.9	0.0111031532288	180.558717012	686	3388	55476	13	8	65	30	0.815705128205	True
exc_2_w_0.9	0.010106086731	180.513217211	686	3388	55476	13	8	65	30	0.779887820513	True
exc_3_w_0.9	0.0107560157776	180.626542091	686	3388	55476	13	7	65	28	0.725732600733	True
exc_4_w_0.9	0.0102019309998	180.58491993	686	3388	55490	13	7	65	30	0.7836996337	True
exc_5_w_0.9	0.00983190536499	180.425247908	686	3388	55476	13	7	65	29	0.765842490842	True
exc_6_w_0.9	0.0104649066925	180.410194874	686	3388	55490	13	7	65	30	0.765842490842	True
exc_7_w_0.9	0.0101261138916	180.338775158	686	3388	55467	13	7	65	29	0.728754578755	True
exc_8_w_0.9	0.0102188587189	180.370429993	686	3388	55476	13	7	65	29	0.747710622711	True
exc_9_w_0.9	0.0109188556671	180.302664042	686	3388	55490	13	7	65	29	0.768315018315	True
exc_10_w_0.9	0.0100631713867	180.251135111	686	3388	55476	13	7	65	29	0.777747252747	True
exc_11_w_0.9	0.0103220939636	180.246728897	686	3388	55489	13	7	65	28	0.759157509158	True
exc_0_w_0.95	0.0101709365845	180.198565006	686	3388	55476	13	7	65	29	0.765842490842	True
exc_1_w_0.95	0.010960817337	180.045447826	686	3388	55476	13	8	65	30	0.815705128205	True
exc_2_w_0.95	0.0111639499664	179.942708969	686	3388	55476	13	8	65	30	0.779887820513	True
exc_3_w_0.95	0.0107300281525	179.815929174	686	3388	55476	13	7	65	28	0.725732600733	True
exc_4_w_0.95	0.0113840103149	179.773026943	686	3388	55490	13	7	65	29	0.765842490842	True
exc_5_w_0.95	0.0106778144836	179.73506093	686	3388	55476	13	7	65	29	0.765842490842	True
exc_6_w_0.95	0.0109169483185	179.714766979	686	3388	55490	13	7	65	29	0.7836996337	True
exc_7_w_0.95	0.0104269981384	179.758635998	686	3388	55467	13	7	65	29	0.728754578755	True
exc_8_w_0.95	0.0106720924377	179.634171009	686	3388	55476	13	7	65	29	0.747710622711	True
exc_9_w_0.95	0.0106048583984	179.629806042	686	3388	55490	13	7	65	29	0.768315018315	True
exc_10_w_0.95	0.0105221271515	179.733803988	686	3388	55476	13	7	65	29	0.777747252747	True
exc_11_w_0.95	0.0107398033142	179.621263027	686	3388	55489	13	7	65	28	0.759157509158	True
exc_0_w_1.0	0.0106561183929	179.665712118	686	3388	55785	13	7	65	29	0.7836996337	True
exc_1_w_1.0	0.0108051300049	179.658165932	686	3388	55785	13	8	65	30	0.779887820513	True
exc_2_w_1.0	0.0107870101929	179.681150913	686	3388	55785	13	8	65	30	0.800080128205	True
exc_3_w_1.0	0.0110340118408	179.690105915	686	3388	55785	13	7	65	28	0.765567765568	True
exc_4_w_1.0	0.0104320049286	179.705714941	686	3388	55799	13	7	65	29	0.774267399267	True
exc_5_w_1.0	0.0106310844421	179.718327045	686	3388	55785	13	7	65	29	0.765567765568	True
exc_6_w_1.0	0.0106549263	179.730372906	686	3388	55799	13	7	65	29	0.792124542125	True
exc_7_w_1.0	0.0108699798584	179.757437944	686	3388	55776	13	7	65	29	0.765842490842	True
exc_8_w_1.0	0.0112960338593	179.783171892	686	3388	55785	13	7	65	29	0.7836996337	True
exc_9_w_1.0	0.0109739303589	179.795091867	686	3388	55799	13	7	65	29	0.717490842491	True
exc_10_w_1.0	0.0105118751526	179.802754879	686	3388	55785	13	7	65	29	0.765567765568	True
exc_11_w_1.0	0.0104169845581	179.832458019	686	3388	55798	13	7	65	28	0.737179487179	True
