info	GenerationTime	ExecutionTime	PlanTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_1_beta_0.25	0.139999999898	27756.32	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_2_beta_0.25	1.92000000016	16859.21	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_3_beta_0.25	0.129999999888	1012.15	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_4_beta_0.25	0.120000000112	1538.99	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_5_beta_0.25	0.10999999987	1287.88	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_6_beta_0.25	0.100000000093	2104.23	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_7_beta_0.25	1.1399999999	2534.2	0	13	8	65	41	11	11	26	25	16	0.335443037975	0.866185897436	True
exc_8_beta_0.25	0.110000000102	1388.5	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_9_beta_0.25	0.0999999998603	1244.93	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_10_beta_0.25	0.0700000000652	1258.57	0	13	8	65	42	11	11	26	25	17	0.329113924051	0.855929487179	True
exc_11_beta_0.25	0.100000000093	694.06	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_0_beta_0.3	0.089999999851	2137.24	0	13	8	65	42	11	11	26	25	17	0.329113924051	0.897836538462	True
exc_1_beta_0.3	0.100000000093	11181.12	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_2_beta_0.3	0.100000000093	22829.01	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_3_beta_0.3	0.100000000093	1292.55	0	13	7	65	35	11	11	26	17	18	0.46835443038	0.897435897436	True
exc_4_beta_0.3	0.15000000014	1888.84	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_5_beta_0.3	0.149999999907	1632.4	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_6_beta_0.3	0.10999999987	3307.3	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_7_beta_0.3	0.15000000014	4173.53	0	13	7	65	32	11	11	26	15	17	0.487341772152	0.838644688645	True
exc_8_beta_0.3	0.100000000093	2139.38	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_9_beta_0.3	0.0999999998603	1658.74	0	13	8	65	43	11	11	26	24	19	0.322784810127	0.889423076923	True
exc_10_beta_0.3	0.15000000014	1986.63	0	13	7	65	34	11	11	26	16	18	0.474683544304	0.850549450549	True
exc_11_beta_0.3	0.15000000014	1198.68	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
exc_0_beta_0.35	0.110000000102	1485.44	0	13	7	65	32	11	11	26	15	17	0.487341772152	0.838644688645	True
exc_1_beta_0.35	0.15000000014	11804.27	0	13	8	65	43	11	11	26	25	18	0.322784810127	0.916666666667	True
