info	GenerationTime	ExecutionTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_path_370_exc_5_timeOut_10_w_0.65	28.8399999999	179.66	24	24	454	530	79	231	730	112	418	0.843120567376	0.744273185601	True
exc_path_363_exc_1_timeOut_10_w_0.65	69.0999999996	220.58	53	31	677	483	79	231	726	160	323	0.795061027533	0.605760681997	True
exc_path_387_exc_0_timeOut_10_w_0.65	83.3499999996	235.33	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_369_exc_5_timeOut_10_w_0.65	28.6199999992	179.629999999	24	23	596	573	79	231	730	126	447	0.843687943262	0.712629320776	True
exc_path_365_exc_5_timeOut_10_w_0.65	28.0999999996	178.94	23	24	467	448	79	231	730	130	318	0.85475177305	0.7861579985	True
exc_path_379_exc_0_timeOut_10_w_0.65	83.0200000005	235.11	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_375_exc_0_timeOut_10_w_0.65	82.8899999997	235.05	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_381_exc_0_timeOut_10_w_0.65	82.9199999999	234.93	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_371_exc_5_timeOut_10_w_0.65	29.4699999997	180.089999999	24	24	458	482	79	231	730	129	353	0.849929078014	0.860284204636	True
exc_path_368_exc_5_timeOut_10_w_0.65	27.9100000001	178.87	23	24	545	459	79	231	730	123	336	0.853191489362	0.753316489675	True
exc_path_373_exc_3_timeOut_10_w_0.65	29.1700000009	179.970000001	23	24	474	553	79	231	728	126	427	0.839812712826	0.725559167079	True
exc_path_367_exc_5_timeOut_10_w_0.65	26.4900000002	177.42	22	23	443	553	79	231	730	131	422	0.846524822695	0.877367064151	True
exc_path_362_exc_5_timeOut_10_w_0.65	26.7700000005	177.27	22	23	462	448	79	231	730	124	324	0.861418439716	0.831263732803	True
exc_path_361_exc_5_timeOut_10_w_0.65	28.7400000002	179.69	24	22	470	474	79	231	730	121	353	0.864113475177	0.866652096588	True
exc_path_363_exc_2_timeOut_10_w_0.65	40.1800000006	191.170000001	31	24	483	499	79	231	727	145	354	0.847452816801	0.716582997773	True
exc_path_387_exc_1_timeOut_10_w_0.65	60.5399999991	212.03	53	31	677	471	79	231	726	138	333	0.796764121487	0.620681771051	True
exc_path_389_exc_0_timeOut_10_w_0.65	84.8599999994	236.749999999	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_385_exc_0_timeOut_10_w_0.65	85.1200000001	237.180000001	73	53	1848	677	79	231	725	169	508	0.505180979418	0.619938019941	True
exc_path_379_exc_1_timeOut_10_w_0.65	60.2500000009	211.790000001	53	30	677	474	79	231	726	143	331	0.804995742265	0.591233309024	True
exc_path_375_exc_1_timeOut_10_w_0.65	60.2499999991	211.59	53	30	677	474	79	231	726	143	331	0.804995742265	0.591233309024	True
exc_path_381_exc_1_timeOut_10_w_0.65	60.3000000007	211.88	53	30	677	474	79	231	726	143	331	0.804995742265	0.591233309024	True
exc_path_384_exc_0_timeOut_10_w_0.65	86.0300000003	238.31	73	57	1848	726	79	231	725	174	552	0.435770049681	0.606249850956	True
